gene,mu_cancer,n_cancer,mu_normal,n_normal,delta,rank_delta_desc
CLRN3,-160.33802795410156,3,-74.70845540364583,3,-85.62957255045573,9255
TMEM52B,-141.07523430718317,9,-55.35703870985243,9,-85.71819559733073,9256
SLC14A2,-149.67784881591797,4,-63.770155906677246,4,-85.90769290924072,9257
RNLS,-180.49470086745274,81,-94.52473619249132,81,-85.96996467496142,9258
NCKAP5,-141.3358939918312,74,-55.25373165027516,74,-86.08216234155604,9259
FAM174B,-133.13450997705618,362,-47.05220004339903,362,-86.08230993365714,9260
ID3,-131.77127049372746,975,-45.65645944057367,975,-86.11481105315379,9261
ALOX5AP,-135.457637858168,428,-49.316076911498456,428,-86.14156094666954,9262
CALCOCO1,-143.2736929565745,387,-57.01830672232064,387,-86.25538623425388,9263
TUBGCP4,-150.17282725890837,221,-63.88438676169555,221,-86.28844049721282,9264
LRRIQ1,-168.53826316139916,275,-82.07870339133522,275,-86.45955977006393,9265
DNM3,-154.96749928233388,91,-68.29658042991554,91,-86.67091885241834,9266
C1orf112,-245.17564351935135,38,-158.3755171926398,38,-86.80012632671156,9267
APOC1,-122.99295538454639,1225,-36.15513480673031,1225,-86.83782057781607,9268
IL26,-159.72532653808594,1,-72.84146118164062,1,-86.88386535644531,9269
ZNF491,-187.25866917201452,7,-100.34425571986607,7,-86.91441345214845,9270
RORA,-150.14335662113612,461,-63.21499019796574,461,-86.92836642317039,9271
CSDE1,-144.0931766092856,1518,-57.04645787868575,1518,-87.04671873059985,9272
COBLL1,-142.89868891452804,558,-55.81291937742609,558,-87.08576953710195,9273
CARD16,-142.8471410970772,452,-55.74859279868877,452,-87.09854829838844,9274
NTS,-162.10945614363797,129,-74.99384574002998,129,-87.11561040360799,9275
ABCA6,-170.10750664605035,9,-82.98515150282118,9,-87.12235514322917,9276
SPATA13-AS1,-160.2679901123047,1,-73.1274642944336,1,-87.1405258178711,9277
LINC01412,-156.40286254882812,1,-69.08951568603516,1,-87.31334686279297,9278
FOLR1,-133.50358065521974,1582,-46.17216770205877,1582,-87.33141295316096,9279
CCL17,-206.881591796875,19,-119.45572019878186,19,-87.42587159809314,9280
TMEM94,-131.54815926039515,242,-44.07811034021299,242,-87.47004892018217,9281
IFNG-AS1,-155.9503631591797,1,-68.46866607666016,1,-87.48169708251953,9282
TNFSF4,-150.06134796142578,10,-62.367497253417966,10,-87.69385070800782,9283
CFAP126,-148.72772907213567,263,-60.69496804589101,263,-88.03276102624466,9284
CD1C,-157.8482069535689,11,-69.79227724942294,11,-88.05592970414597,9285
CRB1,-163.31385803222656,1,-75.1133804321289,1,-88.20047760009766,9286
SENP8,-157.0709617770448,49,-68.85629147899394,49,-88.21467029805086,9287
KRT20,-163.5718536376953,1,-75.34827423095703,1,-88.22357940673828,9288
CEBPA,-166.116660102816,811,-77.6805444475167,811,-88.43611565529932,9289
CEP128,-157.80662636134934,46,-69.36610993095066,46,-88.44051643039869,9290
ABHD2,-133.32334643245292,1085,-44.697523667295954,1085,-88.62582276515697,9291
GPR19,-159.76264572143555,4,-71.05107307434082,4,-88.71157264709473,9292
LINC00867,-161.71971638997397,3,-72.92897288004558,3,-88.79074350992839,9293
PRKCE,-145.43902912969173,230,-56.34624127927034,230,-89.09278785042139,9294
ITLN1,-150.45709425403226,31,-61.35908434467931,31,-89.09800990935295,9295
SLC16A12,-145.8086631411598,42,-56.697516850062776,42,-89.11114629109701,9296
SPAG6,-140.65077829578695,219,-51.49087937237465,219,-89.1598989234123,9297
NR2F2-AS1,-159.6862030029297,29,-70.20684051513672,29,-89.47936248779297,9298
CD52,-117.79270290469859,722,-28.25969218151061,722,-89.53301072318797,9299
IFT43,-149.42665377965716,637,-59.86118122621833,637,-89.56547255343884,9300
INTS6,-139.43998936710196,936,-49.622271065019135,936,-89.81771830208282,9301
ZNF225,-154.678478738536,23,-64.77559097953464,23,-89.90288775900136,9302
C1orf141,-149.3034451392389,62,-59.23600676751906,62,-90.06743837171985,9303
ANKRD1,-162.24029642740885,15,-72.12047119140625,15,-90.1198252360026,9304
CD163,-172.84317803382874,64,-82.5961549282074,64,-90.24702310562134,9305
FOXA1,-150.53703909405206,472,-60.28763796111285,472,-90.24940113293921,9306
DSG1-AS1,-162.42984771728516,2,-72.15069198608398,2,-90.27915573120117,9307
TSPAN19,-163.28875837985825,159,-72.8454518348166,159,-90.44330654504165,9308
FGF14,-163.2385977608817,105,-72.65192398797898,105,-90.58667377290273,9309
LINC01117,-171.07674560546874,5,-80.37317962646485,5,-90.7035659790039,9310
TMEM17,-147.23552035108025,81,-56.474901835123696,81,-90.76061851595657,9311
GBP7,-170.5270734514509,7,-79.48573848179409,7,-91.0413349696568,9312
RIC3,-129.6175868712276,332,-38.30886115798031,332,-91.30872571324727,9313
CELF2,-191.51286046034625,1029,-100.11699836664228,1029,-91.39586209370397,9314
AMOTL1,-163.0100569412698,229,-71.46128765256124,229,-91.54876928870856,9315
MYPN,-142.96588134765625,1,-51.21608352661133,1,-91.74979782104492,9316
SERPING1,-110.40728734027908,830,-18.54216218856444,830,-91.86512515171464,9317
IGKV3D-15,-158.6431121826172,1,-66.45309448242188,1,-92.19001770019531,9318
EIF3F,-171.23890607691524,1675,-78.99030878778714,1675,-92.2485972891281,9319
LINC00907,-160.32589721679688,1,-68.05382537841797,1,-92.2720718383789,9320
TRIM22,-157.5736422344921,492,-64.97641399817738,492,-92.59722823631472,9321
SERPINB10,-156.48773193359375,1,-63.8836669921875,1,-92.60406494140625,9322
AFTPH,-143.08365158807663,567,-50.45521048221218,567,-92.62844110586445,9323
LINC01480,-203.55417175292968,10,-110.85052337646485,10,-92.70364837646483,9324
EVI2B,-159.61874659856161,96,-66.76304360230763,96,-92.85570299625398,9325
ANKFN1,-167.47347707597035,63,-74.61511048816499,63,-92.85836658780536,9326
ACSS3,-150.3018090536428,215,-57.420658626112825,215,-92.88115042752999,9327
SRGN,-160.19153432285086,544,-67.19761072888093,544,-92.99392359396992,9328
ITFG1,-184.84911572856288,620,-91.83778941246771,620,-93.01132631609516,9329
PLCZ1,-209.5801239013672,2,-116.54566955566406,2,-93.03445434570312,9330
RHOJ,-170.52080535888672,4,-77.21353912353516,4,-93.30726623535156,9331
ZNF429,-252.82024640493444,193,-159.2403480648377,193,-93.57989834009675,9332
PIAS1,-134.90163771367705,565,-41.314080054359096,565,-93.58755765931795,9333
CMA1,-153.03366088867188,1,-59.23869705200195,1,-93.79496383666992,9334
SEC11C,-120.92547057938053,1276,-27.066372463321986,1276,-93.85909811605855,9335
XCL1,-164.809450785319,12,-70.62802950541179,12,-94.18142127990721,9336
ABCC9,-191.41097584477177,108,-97.16423041732223,108,-94.24674542744954,9337
KLHL28,-158.55797700928937,203,-64.1568646736333,203,-94.40111233565608,9338
SH2D1B,-145.96388244628906,2,-51.3175163269043,2,-94.64636611938477,9339
LMO4,-164.89126586914062,567,-70.22693389139057,567,-94.66433197775005,9340
LINC00239,-139.68999273126775,44,-44.90444512800737,44,-94.78554760326038,9341
SLCO1B3,-154.88996276855468,10,-59.83550796508789,10,-95.0544548034668,9342
C16orf89,-152.02361975350374,1594,-56.8396256732821,1594,-95.18399408022164,9343
CD69,-164.04974420122105,139,-68.84426879882812,139,-95.20547540239292,9344
AQP4-AS1,-157.3588120033001,29,-61.99313709653657,29,-95.36567490676353,9345
TAS2R19,-172.9049835205078,1,-77.52657318115234,1,-95.37841033935547,9346
LINC01553,-171.29720052083334,9,-75.85451422797308,9,-95.44268629286026,9347
PDE6H,-153.93685913085938,1,-58.401512145996094,1,-95.53534698486328,9348
CCDC81,-157.9540077492043,54,-62.05653451990198,54,-95.8974732293023,9349
KLRB1,-192.29994892624188,106,-95.81401976099554,106,-96.48592916524635,9350
CASP4,-211.53296393569636,980,-115.00596659913354,980,-96.52699733656281,9351
FGGY,-129.58992704048683,1085,-32.38569112505232,1085,-97.20423591543451,9352
KRTAP4-1,-174.16482543945312,2,-76.93081665039062,2,-97.2340087890625,9353
STX3,-193.7936578648691,655,-96.44064964702112,655,-97.35300821784797,9354
CSRNP3,-171.08720068838082,51,-73.15985481411803,51,-97.92734587426278,9355
MIR100HG,-182.3766632080078,1,-84.37879180908203,1,-97.99787139892578,9356
MMP12,-160.34099960327148,4,-62.12313747406006,4,-98.21786212921143,9357
TCF4,-177.3960935658422,116,-79.00298394828008,116,-98.39310961756212,9358
SMAD9,-186.26958057798188,116,-87.52180434917581,116,-98.74777622880607,9359
PATE2,-161.39289093017578,2,-62.356163024902344,2,-99.03672790527344,9360
SRBD1,-153.5368243323432,144,-54.35158456696404,144,-99.18523976537915,9361
MROH9,-178.58746864055766,29,-79.24796795022898,29,-99.33950069032868,9362
SLC44A5,-159.7415057373047,25,-60.256759338378906,25,-99.48474639892578,9363
PCDH9,-151.9229639792929,392,-52.29731011877254,392,-99.62565386052034,9364
AQP9,-158.38099951493112,38,-58.74337427239669,38,-99.63762524253443,9365
FAM186B,-184.7340545654297,1,-85.07028198242188,1,-99.66377258300781,9366
KLF5,-145.70652979603196,1302,-45.741749548142955,1302,-99.964780247889,9367
ACSBG1,-202.04000636509485,42,-101.73144222441174,42,-100.30856414068312,9368
KLK11,-135.95055096600507,185,-35.499750972438505,185,-100.45079999356656,9369
C12orf75,-162.54314387928355,352,-61.915640234947205,352,-100.62750364433634,9370
NTN4,-140.4574632249782,797,-39.598798299523786,797,-100.8586649254544,9371
CAPNS2,-200.34891333946814,13,-99.35059591440054,13,-100.9983174250676,9372
CBLN2,-161.1546376546224,3,-60.12360509236654,3,-101.03103256225586,9373
C1orf105,-175.98224385579428,3,-74.37662506103516,3,-101.60561879475912,9374
FRMD6,-154.26408070531386,29,-52.61063490242794,29,-101.65344580288593,9375
MALRD1,-201.7725975036621,20,-100.09967193603515,20,-101.67292556762695,9376
SMCO2,-165.4510955810547,1,-63.5506591796875,1,-101.90043640136719,9377
ACMSD,-155.15614573160806,6,-53.095052083333336,6,-102.06109364827472,9378
ADAM20P1,-155.77427673339844,1,-53.68293762207031,1,-102.09133911132812,9379
MMP3,-160.77221849229602,9,-58.33355628119575,9,-102.43866221110028,9380
PTPRF,-192.40149298106155,1168,-89.83242609076304,1168,-102.56906689029852,9381
NEBL,-163.14987127531307,554,-60.49005743914993,554,-102.65981383616315,9382
DPP10,-167.985927512429,55,-65.13104254982689,55,-102.8548849626021,9383
OLR1,-147.86058044433594,148,-44.990716289829564,148,-102.86986415450637,9384
AFF3,-171.71000833980372,244,-68.56005871882203,244,-103.14994962098169,9385
WDPCP,-171.6027044848861,107,-68.39761249150071,107,-103.20509199338538,9386
EVI5,-152.01147307369388,467,-48.68018084573031,467,-103.33129222796356,9387
NHLH2,-203.97638520740327,21,-100.4811528523763,21,-103.49523235502697,9388
IL18,-163.32116901631258,588,-59.73848959864402,588,-103.58267941766856,9389
CCDC141,-168.7629438237329,199,-65.0202124897559,199,-103.742731333977,9390
STOML3,-162.51072832564233,142,-58.69532235911195,142,-103.81540596653039,9391
SLC8A1-AS1,-157.69381713867188,1,-53.62642288208008,1,-104.0673942565918,9392
SPTA1,-172.4694061279297,1,-68.2839126586914,1,-104.18549346923828,9393
C1QB,-144.58263950995303,766,-39.891282198634535,766,-104.69135731131848,9394
CPB2,-164.74969513948298,484,-59.95742226435133,484,-104.79227287513166,9395
HOXD8,-169.34654235839844,1,-64.54400634765625,1,-104.80253601074219,9396
FCER1A,-172.17511973661536,17,-67.30068341423484,17,-104.87443632238052,9397
TANK,-163.5601823509638,796,-58.55513694897369,796,-105.00504540199012,9398
HSD3B2,-164.22300720214844,1,-58.51919937133789,1,-105.70380783081055,9399
CCND2,-151.0491741366236,349,-45.33126340281314,349,-105.71791073381047,9400
SCN2A,-158.5411605834961,6,-52.69113032023112,6,-105.85003026326498,9401
PDC,-211.15396118164062,3,-104.77857208251953,3,-106.3753890991211,9402
TAS2R30,-178.14027099609376,5,-71.378955078125,5,-106.76131591796876,9403
LINC00539,-212.83353424072266,6,-106.01496760050456,6,-106.8185666402181,9404
KLRC4,-160.0448455810547,1,-53.09994888305664,1,-106.94489669799805,9405
TRAV41,-161.29159545898438,4,-53.839049339294434,4,-107.45254611968994,9406
ISG20,-171.1935149173669,847,-63.55941691392991,847,-107.634098003437,9407
ST8SIA1,-244.69340350176836,37,-137.01949124722867,37,-107.67391225453969,9408
FRMD4A,-164.82640416998612,76,-57.13798141479492,76,-107.6884227551912,9409
ANGPTL5,-175.2322758265904,7,-67.32442801339286,7,-107.90784781319755,9410
RBM17,-161.52083487406264,822,-53.54287120141542,822,-107.97796367264722,9411
N4BP2L2,-149.03525024059465,1377,-40.6488428081216,1377,-108.38640743247305,9412
SCN1A,-180.58554752234258,165,-71.6286376953125,165,-108.95690982703007,9413
THSD4,-233.21647964393236,181,-124.03572466096826,181,-109.1807549829641,9414
CLN3,-352.16761072439743,645,-242.90523426144622,645,-109.26237646295121,9415
CYP4B1,-195.54748356167522,682,-86.14965005913787,682,-109.39783350253735,9416
IGKV1D-8,-165.66163635253906,1,-55.560489654541016,1,-110.10114669799805,9417
CYP2C8,-174.7594277518136,7,-64.11002295357841,7,-110.6494047982352,9418
NUBPL,-157.7974740686551,142,-47.10489810352594,142,-110.69257596512917,9419
TMEM125,-139.8941200652409,1464,-28.82846285997193,1464,-111.06565720526899,9420
DLGAP1-AS3,-166.09278869628906,1,-54.93712615966797,1,-111.1556625366211,9421
KTN1,-156.42976471302364,1461,-44.903375838408316,1461,-111.52638887461532,9422
SLC8A1,-193.2442203868519,22,-81.60827151211825,22,-111.63594887473366,9423
MTMR2,-203.49704150087345,161,-91.8567018212739,161,-111.64033967959955,9424
TCHH,-191.36644999186197,3,-79.65823618570964,3,-111.70821380615233,9425
GBP2,-162.4287590299334,336,-50.479493856430054,336,-111.94926517350333,9426
GZMB,-163.3269068249584,169,-51.33346435727452,169,-111.99344246768388,9427
CAPS,-167.2271200880057,594,-55.13374171273074,594,-112.09337837527497,9428
GFRA1,-157.311279296875,1,-45.21088790893555,1,-112.10039138793945,9429
PPP3R1,-158.65714495522636,112,-46.23305235590254,112,-112.42409259932381,9430
LINC01291,-189.74264526367188,2,-77.21292877197266,2,-112.52971649169922,9431
CCL3,-169.35760359680023,397,-56.7532910075536,397,-112.60431258924663,9432
PIGV,-173.1024590592358,181,-60.39091169241384,181,-112.71154736682196,9433
CFHR3,-197.59635162353516,2,-84.57646560668945,2,-113.0198860168457,9434
CES1,-163.3993287519975,506,-50.13715777943728,506,-113.26217097256023,9435
ANP32D,-226.04704793294272,3,-112.68968709309895,3,-113.35736083984376,9436
MS4A8,-171.8001050163718,255,-58.421008435417626,255,-113.37909658095415,9437
LINC00639,-171.95362854003906,1,-58.449405670166016,1,-113.50422286987305,9438
VRK2,-154.29398088126348,145,-40.62685331147293,145,-113.66712756979055,9439
AKR1C1,-170.54109714403933,403,-56.742320295007296,403,-113.79877684903204,9440
KIFAP3,-183.73569408539802,248,-69.8421639627026,248,-113.89353012269542,9441
FCRL3,-163.2945442199707,4,-49.243653297424316,4,-114.05089092254639,9442
FAP,-172.09329986572266,20,-57.939350318908694,20,-114.15394954681396,9443
LINC00572,-176.16665649414062,2,-61.84290885925293,2,-114.3237476348877,9444
FTO,-166.93986706506638,336,-52.485466741380236,336,-114.45440032368614,9445
IL16,-215.84272583007814,50,-101.38350784301758,50,-114.45921798706055,9446
RMDN2,-161.71930301346967,227,-47.17723836352646,227,-114.5420646499432,9447
DPYD,-189.5000501316086,494,-74.89226751288905,494,-114.60778261871954,9448
SMCO3,-176.03700256347656,1,-61.08140182495117,1,-114.95560073852539,9449
EPAS1,-174.37146812154114,991,-59.36572954272165,991,-115.00573857881949,9450
OSBPL9,-162.67246829204677,644,-47.577912099613165,644,-115.0945561924336,9451
CATSPERB,-192.06653410812905,29,-76.96383588067417,29,-115.10269822745488,9452
GPC5-AS1,-181.13506652832032,25,-65.55594665527343,25,-115.57911987304689,9453
FAM106A,-177.7804298400879,12,-61.511561711629234,12,-116.26886812845865,9454
CDC14A,-168.74410016349194,89,-52.10809686210718,89,-116.63600330138476,9455
ANGPTL1,-169.92306518554688,2,-52.88982582092285,2,-117.03323936462402,9456
IGKV3-11,-167.73126792907715,8,-49.83774518966675,8,-117.8935227394104,9457
PZP,-177.98818819640113,61,-60.0666769058978,61,-117.92151129050333,9458
CD70,-171.99118347167968,10,-52.21364059448242,10,-119.77754287719725,9459
ADGRL2,-177.61742344609013,54,-57.55640835232205,54,-120.06101509376808,9460
IGKV4-1,-169.18614959716797,4,-49.0043888092041,4,-120.18176078796387,9461
LRRC39,-165.80914611816405,5,-45.13558731079102,5,-120.67355880737304,9462
FAM183A,-172.0368289644756,252,-51.053258759634836,252,-120.98357020484076,9463
GNLY,-192.47417625463063,426,-71.27046106902647,426,-121.20371518560417,9464
ANXA2,-173.2466912008036,1896,-51.975156904775886,1896,-121.27153429602772,9465
FGFR2,-163.95091287488134,535,-42.377372534921236,535,-121.5735403399601,9466
BMP4,-166.23701395124397,149,-44.00138043397225,149,-122.23563351727171,9467
FLG2,-194.55540466308597,1,-71.84192657470703,1,-122.71347808837893,9468
ACOT2,-296.5625485374814,105,-173.84278767903646,105,-122.71976085844494,9469
TNNI3K,-191.79880905151367,4,-68.88143348693848,4,-122.9173755645752,9470
RGS18,-174.07406616210938,3,-50.79885991414388,3,-123.27520624796549,9471
KYNU,-178.63843536376953,84,-55.33774943578811,84,-123.30068592798142,9472
ERP27,-206.95756156063644,338,-83.44264593632263,338,-123.5149156243138,9473
FPR1,-239.26683115404705,43,-115.5909265917401,43,-123.67590456230695,9474
CYP2C9,-172.41138763427733,10,-47.958819198608396,10,-124.45256843566894,9475
ENOX1-AS2,-171.9589729309082,4,-46.711774826049805,4,-125.2471981048584,9476
AQP4,-163.24074079370087,811,-37.711660354557814,811,-125.52908043914306,9477
KCNJ8,-175.81863633976425,258,-50.1519204368887,258,-125.66671590287555,9478
DMBT1,-173.55151605779474,550,-47.31127165360884,550,-126.2402444041859,9479
MARCO,-170.86862145309635,409,-43.245329514109415,409,-127.62329193898694,9480
KLRF1,-209.62380629319412,39,-81.1136963673127,39,-128.5101099258814,9481
NELL2,-214.06620956420898,100,-85.37801750183105,100,-128.68819206237794,9482
PTGFR,-189.15588784986926,124,-60.03920665864022,124,-129.11668119122905,9483
LMO7,-179.576443121725,1561,-50.24771906518539,1561,-129.3287240565396,9484
CARD18,-182.48928833007807,1,-52.25785446166992,1,-130.23143386840815,9485
LINC00327,-215.1008097330729,3,-84.82630666097005,3,-130.27450307210285,9486
FCGR1A,-167.3046496709188,48,-37.00342075030009,48,-130.3012289206187,9487
DPYD-AS1,-184.58217486213235,17,-54.127183353199676,17,-130.45499150893266,9488
METTL7A,-178.3327291307257,694,-47.49590086593408,694,-130.83682826479162,9489
HSPB8,-190.43385595896888,315,-58.57269622560531,315,-131.86115973336356,9490
FMO3,-172.57973762031074,111,-39.851572225759696,111,-132.72816539455104,9491
FMO2,-169.3944186401367,150,-35.94324704488118,150,-133.45117159525552,9492
KRTAP3-1,-238.25537893312787,109,-104.78295184494158,109,-133.4724270881863,9493
COLCA1,-203.47925150328578,543,-69.21517364052339,543,-134.2640778627624,9494
CHI3L2,-181.43724256370498,342,-45.97706735622116,342,-135.46017520748381,9495
RASGRF1,-248.84479196060803,661,-113.27275487117797,661,-135.57203708943007,9496
SCGB1A1,-172.84501560954982,877,-37.08019440149636,877,-135.76482120805346,9497
PRPSAP2,-228.8418085246743,334,-89.79222917842294,334,-139.04957934625133,9498
CCDC91,-178.2233431267016,528,-38.916006767388545,528,-139.30733635931304,9499
GKN2,-170.72690750380693,590,-28.863057876845538,590,-141.86384962696138,9500
PTPRC,-191.29353389033565,135,-47.43212531760887,135,-143.8614085727268,9501
